long,lat,easting,northing,Y_mean,Y_mean_c,Y_sd,prob,quantile,quantile_c,elevation,slope,aspect,curvature,twi
-80.55638460453466,25.38594679780652,2375800.031320051,2940215.952102158,-8.356441948306731,7.372151934790493,0.7189904508196697,0.0240516465853871,-7.173807897532524,39.2587706718457,8.0,3.0,132.0,0.0,7.545104852168523
-99.21328014285032,26.837948211552263,478809.0235130065,2968529.250726144,-7.755031550436912,17.25708019709963,0.2425812283394648,0.0003639696921617867,-7.3560209371724,30.340869807601667,105.0,5.0,270.0,-1.0,7.040188830991998
-98.92831601491416,26.838090829133403,507122.3221369926,2968529.250726144,-7.808320975991291,16.004359115750823,0.2347150416653061,9.996285741478508e-05,-7.422249088408046,27.62821699118869,149.0,1.0,48.0,0.0,8.607715418818213
-98.64335402927684,26.837659412383758,535435.6207609782,2968529.250726144,-7.858013972651825,14.918256123707687,0.2291496190762581,2.8331208997759583e-05,-7.481096390599694,25.42205637857873,,,,,
-98.3584027017205,26.836654010248992,563748.9193849638,2968529.250726144,-7.907116453327781,13.917475947189898,0.2256803498335766,8.320471818805978e-06,-7.535905311372345,23.52603159580324,68.0,2.0,0.0,0.0,7.941743691836643
-98.07347054612065,26.83507473678669,592062.2180089494,2968529.250726144,-7.946905355211891,13.155975547483072,0.2252757512777317,3.559126323112979e-06,-7.576359718658496,22.217886713531964,23.0,1.0,270.0,1.0,8.607715418818213
-97.78856607292376,26.832921771132373,620375.5166329355,2968529.250726144,-7.973930061862551,12.662664445717532,0.2290620974806701,2.895487291580144e-06,-7.597156440024359,21.573966017950926,10.0,3.0,0.0,8.0,7.545104852168523
-81.32241773293613,25.73159342653067,2290860.135448093,2968529.250726144,-8.508099696282672,5.949068355396709,0.7147539031965816,0.0138909813353209,-7.332434146232053,31.36997962459743,10.0,1.0,132.0,2.0,8.607715418818213
-81.05377391882476,25.69764953398933,2319173.434072079,2968529.250726144,-8.482578964170447,6.167701099501961,0.7384630826302828,0.0180789386671853,-7.267915284336261,34.3668289774792,3.0,1.0,270.0,1.0,8.607715418818213
-80.78561595838018,25.663253344149783,2347486.7326960647,2968529.250726144,-8.468192543844639,6.294470308650224,0.7534825461637509,0.0209611359052236,-7.228824044942564,36.32016994295368,5.0,2.0,151.0,2.0,7.941743691836643
-80.5179496408059,25.628408297385175,2375800.031320051,2968529.250726144,-8.433504737074012,6.610948706338925,0.7512176494889248,0.0230624356368743,-7.197861661682195,37.945807726524414,,,,,
